# 泰深输入法专业词库 — 历史名人
# 来源：THUOCL 清华开放中文词库（MIT License，https://github.com/thunlp/THUOCL）
# 格式：词 拼音（制表符分隔）；仅收录 system_dict 缺失词条
一真	yizhen
阮孝绪	ruanxiaoxu
阮宗泽	ruanzongze
阮性山	ruanxingshan
阮晔	ruanye
阮次山	ruancishan
阮煜	ruanyu
阮琳	ruanlin
阮籍	ruanji
阮葵生	ruankuisheng
阮长耿	ruanzhanggeng
阳夏	yangxia
阳武	yangwu
阳羡	yangxian
阳群	yangqun
阳翟	yangdi
阳蕾	yanglei
阳阿	yanga
阵内智则	zhenneizhize
阿乐	ale
阿信	axin
阿兰德隆	alandelong
阿初	achu
阿卜杜尔	aboduer
阿历克斯	alikesi
阿尔弗雷多	aerfuleiduo
阿尔弗雷德	aerfuleide
阿德米尔	ademier
阿忆	ayi
阿怪	aguai
阿扁	abian
阿曼尼莎汗	amannishahan
阿木	amu
阿朵	aduo
阿杜	adu
阿松	asong
阿桂	agui
阿桑	asang
阿沁	aqin
阿沛阿旺晋美	apeiawangjinmei
阿波	abo
阿牛	aniu
阿笛	adi
阿罗尼扬	aluoniyang
阿英	aying
阿贝格	abeige
阿辰	achen
阿速吉八	asujiba
阿部力	abuli
阿里不哥	alibuge
阿里克谢	alikexie
阿里斯托芬	alisituofen
阿阳	ayang
阿雅	aya
阿马里尔多	amalierduo
阿骨打	aguda
陀思妥耶夫斯基	tuosituoyefusiji
际元	jiyuan
陆丹林	ludanlin
陆九韶	lujiushao
陆九龄	lujiuling
陆云	luyun
陆云龙	luyunlong
陆仁	luren
陆以湉	luyitian
陆元琪	luyuanqi
陆凯	lukai
陆卫明	luweiming
陆原	luyuan
陆友	luyou
陆圻	luqi
陆坊	lufang
陆培	lupei
陆增	luzeng
陆天尧	lutianyao
陆奥	luao
陆婉珍	luwanzhen
陆完	luwan
陆宝	lubao
陆宣	luxuan
陆容	lurong
陆小凤	luxiaofeng
陆峥嵘	luzhengrong
陆嵩	lusong
陆巡	luxun
陆师	lushi
陆师道	lushidao
陆广	luguang
陆康	lukang
陆廷灿	lutingcan
陆怡	luyi
陆恢	luhui
陆抗	lukang
陆新之	luxinzhi
陆晶清	lujingqing
陆楷	lukai
陆正	luzheng
陆毅	luyi
陆洪涛	luhongtao
陆浑	luhun
陆润庠	lurunxiang
陆深	lushen
陆灏	luhao
陆灿	lucan
陆玑	luji
陆珍	luzhen
陆琳	lulin
陆皓东	luhaodong
陆耀	luyao
陆耀遹	luyaoyu
陆艺	luyi
陆英	luying
陆蓉	lurong
陆西星	luxixing
陆贽	luzhi
陆贾	lujia
陆逊	luxun
陆道淮	ludaohuai
陆采	lucai
陆钢	lugang
陆锡熊	luxixiong
陆陇其	lulongqi
陆靖	lujing
陆韬	lutao
陆骏	lujun
陈世倌	chenshiguan
陈世昌	chenshichang
陈东	chendong
陈东湖	chendonghu
陈中凡	chenzhongfan
陈临新	chenlinxin
陈丹赤	chendanchi
陈乃乾	chennaiqian
陈之平	chenzhiping
陈之遴	chenzhilin
陈亚军	chenyajun
陈亚宁	chenyaning
陈亮	chenliang
陈仁锡	chenrenxi
陈仅	chenjin
陈以诚	chenyicheng
陈仪	chenyi
陈伟鸿	chenweihong
陈伯宗	chenbozong
陈伯陶	chenbotao
陈作霖	chenzuolin
陈佩骐	chenpeiqi
陈依秋	chenyiqiu
陈俊	chenjun
陈俊峰	chenjunfeng
陈俞	chenyu
陈信安	chenxinan
陈元	chenyuan
陈元光	chenyuanguang
陈元安	chenyuanan
陈元赟	chenyuanyun
陈充	chenchong
陈兆龙	chenzhaolong
陈光	chenguang
陈克	chenke
陈克非	chenkefei
陈兰	chenlan
陈其元	chenqiyuan
陈其学	chenqixue
陈其迈	chenqimai
陈其采	chenqicai
陈兼	chenjian
陈农	chennong
陈冠中	chenguanzhong
陈冠英	chenguanying
陈冠霖	chenguanlin
陈凤林	chenfenglin
陈函辉	chenhanhui
陈功	chengong
陈勋	chenxun
陈千秋	chenqianqiu
陈博生	chenbosheng
陈厚	chenhou
陈原	chenyuan
陈君长	chenjunzhang
陈启天	chenqitian
陈启明	chenqiming
陈周全	chenzhouquan
陈和	chenhe
陈和生	chenhesheng
陈哀公	chenaigong
陈嘉桦	chenjiahua
陈嘉荣	chenjiarong
陈嘉谟	chenjiamo
陈嘉锐	chenjiarui
陈国东	chenguodong
陈国顺	chenguoshun
陈坤	chenkun
陈垣	chenyuan
陈基	chenji
陈墨	chenmo
陈士元	chenshiyuan
陈士铎	chenshiduo
陈复	chenfu
陈大受	chendashou
陈大悲	chendabei
陈大科	chendake
陈天瑞	chentianrui
陈天锡	chentianxi
陈奂	chenhuan
陈奉兹	chenfengzi
陈奕	chenyi
陈奕禧	chenyixi
陈奕迅	chenyixun
陈好	chenhao
陈妃平	chenfeiping
陈威翰	chenweihan
陈婉珍	chenwanzhen
陈婧	chenjing
陈子升	chenzisheng
陈子和	chenzihe
陈子威	chenziwei
陈孙	chensun
陈孝荣	chenxiaorong
陈学松	chenxuesong
陈学海	chenxuehai
陈安保	chenanbao
陈安齐	chenanqi
陈完	chenwan
陈宓	chenmi
陈宗彝	chenzongyi
陈宜	chenyi
陈宝箴	chenbaozhen
陈宫	chengong
陈家伟	chenjiawei
陈宽	chenkuan
陈富杰	chenfujie
陈寒峰	chenhanfeng
陈寰	chenhuan
陈寿	chenshou
陈寿祺	chenshouqi
陈小翠	chenxiaocui
陈尚志	chenshangzhi
陈就	chenjiu
陈尹	chenyin
陈履和	chenlvhe
陈峰	chenfeng
陈峻青	chenjunqing
陈帆	chenfan
陈希曾	chenxiceng
陈平	chenping
陈应	chenying
陈庚	chengeng
陈废帝	chenfeidi
陈度	chendu
陈廉	chenlian
陈延年	chenyannian
陈建翔	chenjianxiang
陈式	chenshi
陈录	chenlu
陈彤	chentong
陈德荣	chenderong
陈志武	chenzhiwu
陈念祖	chennianzu
陈怡嘉	chenyijia
陈恪	chenke
陈恺	chenkai
陈悦	chenyue
陈惠祯	chenhuizhen
陈懿	chenyi
陈抟	chentuan
陈捷	chenjie
陈揆	chenkui
陈敬学	chenjingxue
陈敬宗	chenjingzong
陈文定	chenwending
陈文彬	chenwenbin
陈文杞	chenwenqi
陈文治	chenwenzhi
陈文瑞	chenwenrui
陈斌	chenbin
陈新亚	chenxinya
陈新全	chenxinquan
陈旅	chenlv
陈旦	chendan
陈昂	chenang
陈昊	chenhao
陈昌凤	chenchangfeng
陈昌齐	chenchangqi
陈明	chenming
陈星聚	chenxingju
陈映真	chenyingzhen
陈春	chenchun
陈显廷	chenxianting
陈晓晓	chenxiaoxiao
陈晓林	chenxiaolin
陈晓琦	chenxiaoqi
陈晖	chenhui
陈普	chenpu
陈景	chenjing
陈景藻	chenjingzao
陈暹	chenxian
陈曦	chenxi
陈朗	chenlang
陈枚	chenmei
陈柏祥	chenbaixiang
陈染	chenran
陈柱天	chenzhutian
陈栎	chenli
陈桐	chentong
陈桓	chenhuan
陈桓公	chenhuangong
陈梓	chenzi
陈梦飞	chenmengfei
陈楚良	chenchuliang
陈模	chenmo
陈樵	chenqiao
陈武	chenwu
陈武帝	chenwudi
陈水	chenshui
陈永棋	chenyongqi
陈永燊	chenyongshen
陈汉第	chenhandi
陈汝言	chenruyan
陈江波	chenjiangbo
陈沂	chenyi
陈沛	chenpei
陈波	chenbo
陈泰	chentai
陈泰来	chentailai
陈洁如	chenjieru
陈洪武	chenhongwu
陈涛	chentao
陈涟	chenlian
陈淑琬	chenshuwan
陈滢	chenying
陈潢	chenhuang
陈灵公	chenlinggong
陈炜	chenwei
陈炼	chenlian
陈炽	chenchi
陈焘	chendao
陈焜	chenkun
陈焯	chenchao
陈煦	chenxu
陈熙晋	chenxijin
陈玉佳	chenyujia
陈玫君	chenmeijun
陈珏	chenjue
陈球	chenqiu
陈琳	chenlin
陈瑄	chenxuan
陈瑚	chenhu
陈瑞球	chenruiqiu
陈瑸	chenbin
陈璋	chenzhang
陈璘	chenlin
陈璜	chenhuang
陈生	chensheng
陈用光	chenyongguang
陈申	chenshen
陈留	chenliu
陈登	chendeng
陈登科	chendengke
陈登龙	chendenglong
陈相	chenxiang
陈知建	chenzhijian
陈矫	chenjiao
陈祚明	chenzuoming
陈秉钧	chenbingjun
陈秋菊	chenqiuju
陈立伟	chenliwei
陈立平	chenliping
陈竺	chenzhu
陈箓	chenlu
陈粲	chencan
陈素卿	chensuqing
陈红	chenhong
陈红峰	chenhongfeng
陈纪	chenji
陈纯甄	chenchunzhen
陈纲	chengang
陈绍堂	chenshaotang
陈绍芳	chenshaofang
陈绍英	chenshaoying
陈继承	chenjicheng
陈继红	chenjihong
陈维博	chenweibo
陈维城	chenweicheng
陈维宗	chenweizong
陈维崧	chenweisong
陈维邦	chenweibang
陈群	chenqun
陈羽凡	chenyufan
陈翀	chenchong
陈翔	chenxiang
陈聂恒	chennieheng
陈肃	chensu
陈育新	chenyuxin
陈胜	chensheng
陈胡公	chenhugong
陈舒	chenshu
陈良谟	chenliangmo
陈若曦	chenruoxi
陈英	chenying
陈范	chenfan
陈荐夫	chenjianfu
陈荣昌	chenrongchang
陈荣森	chenrongsen
陈荣瑞	chenrongrui
陈莹	chenying
陈菊	chenju
陈蒨	chenqian
陈蕃	chenfan
陈藻	chenzao
陈虎	chenhu
陈虞之	chenyuzhi
陈虬	chenqiu
陈衍	chenyan
陈衡哲	chenhengzhe
陈衡恪	chenhengke
陈裴之	chenpeizhi
陈西贝	chenxibei
陈诗欣	chenshixin
陈诚	chencheng
陈谏	chenjian
陈谟	chenmo
陈谦寿	chenqianshou
陈谷	chengu
陈贞	chenzhen
陈质平	chenzhiping
陈赓	chengeng
陈赛	chensai
陈赛娟	chensaijuan
陈辰	chenchen
陈达	chenda
陈达元	chendayuan
陈远	chenyuan
陈造	chenzao
陈逵	chenkui
陈遇	chenyu
陈道复	chendaofu
陈道远	chendaoyuan
陈邦彦	chenbangyan
陈金城	chenjincheng
陈鉴	chenjian
陈銮	chenluan
陈钊	chenzhao
陈钦	chenqin
陈铁	chentie
陈铁军	chentiejun
陈铨	chenquan
陈锡嘏	chenxigu
陈锦泉	chenjinquan
陈镔	chenbin
陈镜湖	chenjinghu
陈闯	chenchuang
陈际泰	chenjitai
陈雅丹	chenyadan
陈雅玲	chenyaling
陈雅琳	chenyalin
陈雪根	chenxuegen
陈霆锐	chentingrui
陈震	chenzhen
陈韶	chenshao
陈顺	chenshun
陈顺乐	chenshunle
陈顼	chenxu
陈颀	chenqi
陈骞	chenqian
陈鳌	chenao
陈鸿远	chenhongyuan
陈鸿道	chenhongdao
陈鹏年	chenpengnian
陈鹤	chenhe
陈麟	chenlin
陈黻宸	chenfuchen
陈龙	chenlong
陈龙正	chenlongzheng
陶东风	taodongfeng
陶伟	taowei
陶侃	taokan
陶复初	taofuchu
陶季	taoji
陶寿伯	taoshoubo
陶思璇	taosixuan
陶成	taocheng
陶景奎	taojingkui
陶柯	taoke
陶梁	taoliang
陶楷	taokai
陶樽	taozun
陶正祥	taozhengxiang
陶永	taoyong
陶汉明	taohanming
陶汉章	taohanzhang
陶汝鼐	taorunai
陶浚	taojun
陶滔	taotao
陶澍	taoshu
陶熔	taorong
陶珽	taoting
陶琳	taolin
陶红	taohong
陶虹	taohong
陶谦	taoqian
陶馥	taofu
隆文	longwen
隆武	longwu
隋恭帝	suigongdi
隋文帝杨坚	suiwendiyangjian
雅琦	yaqi
雍丘	yongqiu
雍县	yongxian
雍忠玮	yongzhongwei
雏乃	chunai
雏形明子	chuxingmingzi
雨宫萤	yugongying
雨音	yuyin
雪庄	xuezhuang
雪村	xuecun
雪瑶	xueyao
零阳	lingyang
雷以诚	leiyicheng
雷发达	leifada
雷大升	leidasheng
雷宇	leiyu
雷恪	leike
雷恺	leikai
雷晓丽	leixiaoli
雷永青	leiyongqing
雷涅	leinie
雷玲	leiling
雷米特	leimite
雷诺德	leinuode
雷贞倜	leizhenti
雷铜	leitong
雷震	leizhen
霍光	huoguang
霍守义	huoshouyi
霍峻	huojun
霍建华	huojianhua
霍揆章	huokuizhang
霍韬	huotao
青山刚昌	qingshangangchang
青山真治	qingshanzhenzhi
青木爱	qingmuai
青海骢	qinghaicong
青野武	qingyewu
静嫔	jingpin
靳军	jinjun
靳玉砚	jinyuyan
靳祥	jinxiang
靳荣藩	jinrongfan
靳贵	jingui
靳鑫	jinxin
鞠萍	juping
韦唯	weiwei
韦庄	weizhuang
韦庆	weiqing
韦康	weikang
韦悫	weique
韦昭	weizhao
韦杰	weijie
韦编	weibian
韦钰	weiyu
韩令坤	hanlingkun
韩佩颖	hanpeiying
韩冰	hanbing
韩勇	hanyong
韩哀侯	hanaihou
韩国钧	hanguojun
韩复榘	hanfuju
韩奕	hanyi
韩宰锡	hanzaixi
韩家麟	hanjialin
韩寒	hanhan
韩嵩	hansong
韩巍	hanwei
韩庚	hangeng
韩当	handang
韩德	hande
韩志国	hanzhiguo
韩忠	hanzhong
韩拙	hanzhuo
韩文侯	hanwenhou
韩昭侯	hanzhaohou
韩暹	hanxian
韩松龄	hansongling
韩浩	hanhao
韩浩月	hanhaoyue
韩猛	hanmeng
韩玄	hanxuan
韩玮	hanwei
韩珩	hanhang
韩琦	hanqi
韩琪	hanqi
韩琼	hanqiong
韩瑛	hanying
韩石山	hanshishan
韩祯	hanzhen
韩福	hanfu
韩福德	hanfude
韩红	hanhong
韩红林	hanhonglin
韩综	hanzong
韩胄	hanzhou
韩荣光	hanrongguang
韩菼	hantan
韩融	hanrong
韩诗	hanshi
韩贞	hanzhen
韩遂	hansui
韩金英	hanjinying
韩雪	hanxue
韩飞	hanfei
项伯	xiangbo
项元汴	xiangyuanbian
项县	xiangxian
项穆	xiangmu
项维仁	xiangweiren
顺仪	shunyi
须昌	xuchang
顾仲彝	guzhongyi
顾元庆	guyuanqing
顾光旭	guguangxu
顾列铭	gulieming
顾印愚	guyinyu
顾复初	gufuchu
顾大申	gudashen
顾岩	guyan
顾彩	gucai
顾德林	gudelin
顾承	gucheng
顾文渊	guwenyuan
顾昉	gufang
顾明道	gumingdao
顾晓明	guxiaoming
顾景星	gujingxing
顾栋高	gudonggao
顾樵	guqiao
顾汝修	guruxiu
顾沄	guyun
顾海	guhai
顾海滨	guhaibin
顾湄	gumei
顾湘	guxiang
顾玉东	guyudong
顾玉龙	guyulong
顾珊	gushan
顾琳	gulin
顾瑛	guying
顾瑜	guyu
顾璘	gulin
顾皋	gugao
顾翰	guhan
顾英	guying
顾蕙	guhui
顾衡	guheng
顾诚	gucheng
顾贞观	guzhenguan
顾起元	guqiyuan
顾铨	guquan
顾闻	guwen
顾阳	guyang
顾随	gusui
顾雍	guyong
顿喜	dunxi
颙琰	yongyan
颜元	yanyuan
颜光敏	yanguangmin
颜嘉璐	yanjialu
颜晓华	yanxiaohua
颜良	yanliang
额敏和卓	eminhezhuo
颢然	haoran
风味绝佳	fengweijuejia
风间	fengjian
风间杜夫	fengjiandufu
风音	fengyin
风魔小太郎	fengmoxiaotailang
飒露紫	saluzi
飞翮	feihe
饶颖	raoying
饶鹏	raopeng
香取慎吾	xiangqushenwu
香奈	xiangnai
香川照之	xiangchuanzhaozhi
香月明美	xiangyuemingmei
香里奈	xianglinai
騊駼	taotu
马一龙	mayilong
马丁路德金	madingludejin
马世俊	mashijun
马世芳	mashifang
马中立	mazhongli
马丹	madan
马云	mayun
马伊琍	mayili
马伦	malun
马信	maxin
马俪文	maliwen
马修	maxiu
马健	majian
马元驭	mayuanyu
马兆麟	mazhaolin
马克斯普朗克	makesipulangke
马全良	maquanliang
马公愚	magongyu
马兵	mabing
马其昶	maqichang
马凯尔	makaier
马刚	magang
马励武	maliwu
马千里	maqianli
马卡洛夫	makaluofu
马可	make
马国伟	maguowei
马国瀚	maguohan
马国珍	maguozhen
马国贤	maguoxian
马均	majun
马士图	mashitu
马天越	matianyue
马婧	majing
马季	maji
马宁	maning
马宇	mayu
马守真	mashouzhen
马宝	mabao
马少华	mashaohua
马尔顿	maerdun
马尚	mashang
马师曾	mashiceng
马希范	maxifan
马康年	makangnian
马延	mayan
马忠	mazhong
马愈	mayu
马拉多拉	maladuola
马援	mayuan
马文生	mawensheng
马斌	mabin
马新贻	maxinyi
马方业	mafangye
马昂	maang
马晋	majin
马晶	majing
马林	malin
马树华	mashuhua
马格南	magenan
马殷	mayin
马汉	mahan
马注	mazhu
马瀛	maying
马特维耶维奇	mateweiyeweiqi
马特西亚斯	matexiyasi
马玉	mayu
马玉麟	mayulin
马玩	mawan
马琬	mawan
马璧	mabi
马留	maliu
马石	mashi
马稷	maji
马约翰	mayuehan
马纯	machun
马绍荣	mashaorong
马聪玲	macongling
马胜利	mashengli
马腾	mateng
马臻	mazhen
马芳	mafang
马荣祖	marongzu
马莉	mali
马蒂亚斯	madiyasi
马蒙	mameng
马谡	masu
马超俊	machaojun
马跃	mayue
马遵	mazun
马邈	mamiao
马邑	mayi
马郁	mayu
马鑫	maxin
马钰	mayu
马铁	matie
马锦	majin
马长海	mazhanghai
马雄镇	maxiongzhen
马雪	maxue
马霖	malin
马骏	majun
马麟	malin
骆宾基	luobinji
骆爽	luoshuang
骆轶航	luoyihang
高仙芝	gaoxianzhi
高佩	gaopei
高俅	gaoqiu
高健	gaojian
高健平	gaojianping
高兆	gaozhao
高其倬	gaoqizhuo
高剑巍	gaojianwei
高华	gaohua
高博	gaobo
高原彩	gaoyuancai
高吉人	gaojiren
高国栋	gaoguodong
高垲	gaokai
高士华	gaoshihua
高奴	gaonu
高娅媛	gaoyayuan
高娜	gaona
高子平	gaoziping
高守	gaoshou
高定	gaoding
高小英	gaoxiaoying
高尾绅路	gaoweishenlu
高山南	gaoshannan
高岗	gaogang
高岛礼子	gaodaolizi
高峰秀子	gaofengxiuzi
高希舜	gaoxishun
高帝	gaodi
高常在	gaochangzai
高平子	gaopingzi
高延宗	gaoyanzong
高恒	gaoheng
高振霄	gaozhenxiao
高敏	gaomin
高旗	gaoqi
高旭	gaoxu
高明海	gaominghai
高杉晋作	gaoshanjinzuo
高林生	gaolinsheng
高枫	gaofeng
高柔	gaorou
高桥	gaoqiao
高桥一生	gaoqiaoyisheng
高桥努	gaoqiaonu
高桥南	gaoqiaonan
高桥幸宏	gaoqiaoxinghong
高桥爱	gaoqiaoai
高桥留美子	gaoqiaoliumeizi
高桥美纪	gaoqiaomeiji
高桥阳一	gaoqiaoyangyi
高梦旦	gaomengdan
高棅	gaobing
高楷	gaokai
高殷	gaoyin
高汀	gaoting
高波	gaobo
高海博	gaohaibo
高海燕	gaohaiyan
高润霖	gaorunlin
高淮	gaohuai
高演	gaoyan
高濂	gaolian
高焕文	gaohuanwen
高燮	gaoxie
高玮	gaowei
高珊珊	gaoshanshan
高田延彦	gaotianyanyan
高田裕司	gaotianyusi
高田麻衣	gaotianmayi
高百岁	gaobaisui
高硕	gaoshuo
高秋福	gaoqiufu
高立民	gaolimin
高简	gaojian
高红	gaohong
高群书	gaoqunshu
高翥	gaozhu
高而颐	gaoeryi
高良健吾	gaoliangjianwu
高苑	gaoyuan
高虎	gaohu
高览	gaolan
高语罕	gaoyuhan
高辛	gaoxin
高道士	gaodaoshi
高道素	gaodaosu
高部爱	gaobuai
高鉴	gaojian
高钧	gaojun
高铃	gaoling
高铨	gaoquan
高阜	gaofu
高露	gaolu
高顺	gaoshun
高鹏振	gaopengzhen
髡残	kuncan
鬲国	geguo
鬼束千寻	guishuqianxun
魏乔	weiqiao
魏佳庆	weijiaqing
魏元帝	weiyuandi
魏克斯	weikesi
魏击	weiji
魏初	weichu
魏君子	weijunzi
魏坤	weikun
魏学	weixue
魏学濂	weixuelian
魏平	weiping
魏延	weiyan
魏彬	weibin
魏徵	weizheng
魏成	weicheng
魏文通	weiwentong
魏斐德	weifeide
魏斯	weisi
魏校	weixiao
魏浚	weijun
魏湘	weixiang
魏源	weiyuan
魏礼	weili
魏祖清	weizuqing
魏秀仁	weixiuren
魏续	weixu
魏象枢	weixiangshu
魏野	weiye
魏骥	weiji
鱼夫	yufu
鱼翼	yuyi
鲁健	lujian
鲁公	lugong
鲁孝公	luxiaogong
鲁宁	luning
鲁尼	luni
鲁彦	luyan
鲁彦周	luyanzhou
鲁得之	ludezhi
鲁悼公	ludaogong
鲁惠公	luhuigong
鲁文公	luwengong
鲁杰里	lujieli
鲁梅尼格	lumeinige
鲁炀公	luyanggong
鲁贞	luzhen
鲁超	luchao
鲁闵公	lumingong
鲁阳	luyang
鲁隐公	luyingong
鲁顷公	luqinggong
鲍俊	baojun
鲍信	baoxin
鲍刚	baogang
鲍宁	baoning
鲍康	baokang
鲍忠	baozhong
鲍方	baofang
鲍曼	baoman
鲍林	baolin
鲍照	baozhao
鲍皋	baogao
鲍素	baosu
鲍超	baochao
鲍隆	baolong
鲜于枢	xianyushu
鸠摩罗什	jiumoluoshen
鹿传霖	luchuanlin
鹿地亘	ludigen
麟趾宫	linzhigong
麦人	mairen
麦克卢汉	maikeluhan
麦克道尔	maikedaoer
麦克马纳斯	maikemanasi
麦卡勒斯	maikaleisi
麻理惠	malihui
麻美由真	mameiyouzhen
黄一苇	huangyiwei
黄万里	huangwanli
黄世忠	huangshizhong
黄世成	huangshicheng
黄世清	huangshiqing
黄世荣	huangshirong
黄中理	huangzhongli
黄丽松	huanglisong
黄举平	huangjuping
黄乃裳	huangnaishang
黄义明	huangyiming
黄义达	huangyida
黄亚平	huangyaping
黄仕清	huangshiqing
黄仕豪	huangshihao
黄以周	huangyizhou
黄仲元	huangzhongyuan
黄仲生	huangzhongsheng
黄伯思	huangbosi
黄伯涛	huangbotao
黄佐	huangzuo
黄侃	huangkan
黄俊郎	huangjunlang
黄元御	huangyuanyu
黄兴文	huangxingwen
黄利华	huanglihua
黄勇	huangyong
黄卿	huangqing
黄叔璥	huangshujing
黄君	huangjun
黄启川	huangqichuan
黄国书	huangguoshu
黄国祯	huangguozhen
黄国镇	huangguozhen
黄土水	huangtushui
黄圣依	huangshengyi
黄培芳	huangpeifang
黄士衡	huangshiheng
黄天菊	huangtianju
黄天鹏	huangtianpeng
黄奎	huangkui
黄婉伶	huangwanling
黄婷婷	huangtingting
黄子君	huangzijun
黄季陆	huangjilu
黄守忠	huangshouzhong
黄安涛	huangantao
黄宏	huanghong
黄宗颜	huangzongyan
黄家驷	huangjiasi
黄小燕	huangxiaoyan
黄山寿	huangshanshou
黄岚	huanglan
黄峻	huangjun
黄崇	huangchong
黄希文	huangxiwen
黄应谌	huangyingchen
黄度	huangdu
黄廉	huanglian
黄彦	huangyan
黄彦平	huangyanping
黄彪	huangbiao
黄彭年	huangpengnian
黄彰	huangzhang
黄征	huangzheng
黄德源	huangdeyuan
黄念祖	huangnianzu
黄怒波	huangnubo
黄性震	huangxingzhen
黄成	huangcheng
黄文达	huangwenda
黄昆	huangkun
黄春明	huangchunming
黄晞	huangxi
黄晟	huangcheng
黄景仁	huangjingren
黄景贤	huangjingxian
黄暐	huangwei
黄朝琴	huangchaoqin
黄本骥	huangbenji
黄杜	huangdu
黄杰	huangjie
黄桂秋	huangguiqiu
黄棠	huangtang
黄楚九	huangchujiu
黄欣	huangxin
黄正宗	huangzhengzong
黄武	huangwu
黄永安	huangyongan
黄永年	huangyongnian
黄永耀	huangyongyao
黄汝成	huangrucheng
黄泓	huanghong
黄洛峰	huangluofeng
黄浚	huangjun
黄浩	huanghao
黄海林	huanghailin
黄淑	huangshu
黄淳	huangchun
黄淳耀	huangchunyao
黄溥	huangpu
黄瀚	huanghan
黄焕	huanghuan
黄熙	huangxi
黄爱	huangai
黄献	huangxian
黄玉莹	huangyuying
黄玉阶	huangyujie
黄现璠	huangxianfan
黄玺庆	huangxiqing
黄珊	huangshan
黄珍吾	huangzhenwu
黄珏	huangjue
黄琮	huangcong
黄璟	huangjing
黄璧	huangbi
黄登	huangdeng
黄皓	huanghao
黄盖	huanggai
黄省曾	huangshengceng
黄真真	huangzhenzhen
黄睿	huangrui
黄磊	huanglei
黄祖	huangzu
黄祯	huangzhen
黄福林	huangfulin
黄秋耘	huangqiuyun
黄笑宇	huangxiaoyu
黄绍昌	huangshaochang
黄绍统	huangshaotong
黄维仁	huangweiren
黄绾	huangwan
黄罗斌	huangluobin
黄自	huangzi
黄航	huanghang
黄舸	huangge
黄良玉	huangliangyu
黄芳	huangfang
黄茂	huangmao
黄荃	huangquan
黄葆戊	huangbaowu
黄蓉	huangrong
黄蓓蕾	huangbeilei
黄薇	huangwei
黄薪	huangxin
黄衷	huangzhong
黄觉	huangjue
黄诚	huangcheng
黄谦	huangqian
黄超然	huangchaoran
黄进先	huangjinxian
黄远生	huangyuansheng
黄金富	huangjinfu
黄鑫	huangxin
黄锦康	huangjinkang
黄阅	huangyue
黄雅莉	huangyali
黄霑	huangzhan
黄齐生	huangqisheng
黎光	liguang
黎凯	likai
黎培敬	lipeijing
黎姿	lizi
黎庶昌	lishuchang
黎德志	lidezhi
黎春华	lichunhua
黎民怀	liminhuai
黎民表	liminbiao
黎汝清	liruqing
黎泽泰	lizetai
黎磊石	lileishi
黎简	lijian
黎贞	lizhen
黑崎	heiqi
黑崎一护	heiqiyihu
黑川	heichuan
黑木明纱	heimumingsha
黑楠	heinan
黑田如水	heitianrushui
黑田官兵卫	heitianguanbingwei
黑田长政	heitianzhangzheng
黛咪	daimi
黛琪	daiqi
齐万年	qiwannian
齐世英	qishiying
齐丹	qidan
齐千郡	qiqianjun
齐召南	qizhaonan
齐妃	qifei
齐孝公	qixiaogong
齐宣公	qixuangong
